p1z1r2,4.7533,0.501802,0
p1z1r34,-4.01629,-2.63599,8
p1z2r19,1.63237,-0.80559,8
p2z1r30,-2.47922,-0.718846,8
p2z1r31,4.49651,0.294104,10
p2z1r32,-2.17423,-1.8888,10
p2z1r33,-1.07467,-3.18014,10
p2z1r34,-1.47526,-0.799475,8
p2z1r35,4.53607,0.338393,1
p2z1r36,-3.27721,1.96508,0
p2z1r37,-3.02462,-0.999387,8
p2z1r39,-3.60927,-1.90319,8
p2z1r40,4.539,0.343579,0
p2z1r41,-8.52612,3.64498,8
p2z1r42,-2.2846,-0.773616,9
p2z1r47,-3.12459,-1.11112,9
p2z1r66,-4.76754,0.248144,8
p2z1r67,4.6627,0.468144,0
p2z1r69,-3.92957,0.914676,8
p2z1r70,-4.49422,1.55034,10
p2z1r79,2.29365,-0.272293,6
p3z1r1,-4.89212,-0.970462,10
p3z1r10,0.80047,-1.02931,8
p3z1r11,-6.36732,2.65396,8
p3z1r12,-5.67826,1.96671,8
p3z1r13,-0.687211,-1.53059,8
p3z1r14,4.16319,0.113446,0
p3z1r15,-3.70784,-2.47421,10
p3z1r16,-3.6017,0.791231,8
p3z1r17,4.60613,0.385441,1
p3z1r18,-4.31764,0.221179,7
p3z1r19,-4.92169,0.102143,8
p3z1r2,-2.83536,-0.475071,8
p3z1r21,2.72637,-0.503444,8
p3z1r22,1.48425,-0.380474,7
p3z1r24,-5.91873,0.328495,8
p3z1r25,4.71572,0.486655,0
p3z1r28,4.27536,0.278498,0
p3z1r29,4.69396,0.470112,0
p3z1r3,-2.19706,-0.881807,8
p3z1r30,-1.00639,-2.43085,8
p3z1r31,4.04786,0.0287072,3
p3z1r32,4.66762,0.444424,0
p3z1r33,-3.39902,0.751422,8
p3z1r34,0.305521,1.92061,1
p3z1r35,3.70561,0.114096,0
p3z1r36,4.22687,0.576547,0
p3z1r37,4.08774,0.0741939,2
p3z1r38,-0.114896,-2.13188,8
p3z1r4,-3.84273,-0.58517,8
p3z1r42,4.79446,0.478719,0
p3z1r5,-4.47269,-1.39047,8
p3z1r55,4.58639,0.397709,0
p3z1r6,2.9752,-0.535107,8
p3z1r61,-3.11386,-1.51313,8
p3z1r62,4.6847,0.454823,0
p3z1r63,4.5231,0.426608,0
p3z1r64,4.65444,0.430322,0
p3z1r65,-4.39477,0.0239682,10
p3z1r66,4.66103,0.456996,0
p3z1r68,4.13984,0.32077,0
p3z1r69,3.46413,-0.411439,1
p3z1r7,4.8153,0.503309,0
p3z1r71,4.23934,0.36454,0
p3z1r72,4.85772,0.5411,0
p3z1r73,4.64516,0.434436,0
p3z1r75,-2.21345,-0.244246,8
p3z1r76,-4.15149,-0.155827,7
p3z1r77,-5.48753,-0.823529,8
p3z1r78,4.07419,0.694293,0
p3z1r79,0.43007,-1.705,8
p3z1r8,-5.46449,0.936778,8
p3z1r80,0.0561812,-1.97254,10
p3z1r9,-0.984034,1.1274,8
p3z2r10,-4.67898,0.701297,8
p3z2r12,4.08813,0.1628,2
p3z2r13,-2.41616,0.750864,7
p3z2r15,4.8548,0.539171,0
p3z2r16,-2.15671,-1.09161,8
p3z2r17,-2.53925,-1.76664,8
p3z2r18,-3.61593,0.744579,8
p3z2r2,-2.64143,0.0773139,8
p3z2r21,-3.87382,-0.38987,8
p3z2r22,3.98859,0.474879,0
p3z2r26,4.63181,0.455386,0
p3z2r28,4.85772,0.5411,0
p3z2r3,4.78125,0.489809,0
p3z2r30,-1.36269,-2.02521,8
p3z2r31,-3.44828,-1.40005,8
p3z2r49,-2.89369,-1.40643,10
p3z2r5,-1.63857,-3.43293,8
p3z2r55,-2.48433,-0.712204,8
p3z2r6,4.10047,0.181258,0
p3z2r63,-2.5682,-2.31135,8
p3z2r65,-4.10643,-1.671,10
p3z2r68,4.65755,0.413659,0
p3z2r7,4.85401,0.53865,0
p3z2r71,-8.43623,5.77135,6
p3z2r73,0.45023,0.0204325,4
p3z2r75,-5.69404,0.424216,10
p3z2r76,4.85772,0.5411,0
p3z2r78,-4.76153,0.415013,8
p3z2r79,-4.33803,0.166927,8
p3z2r8,-4.51453,-0.254712,10
p4z1r1,4.85772,0.5411,0
p4z1r10,4.07744,-0.0101382,1
p4z1r11,-7.35575,2.62181,8
p4z1r12,4.66016,0.446944,0
p4z1r13,-5.53017,1.75158,8
p4z1r14,4.67828,0.472001,0
p4z1r15,-11.2254,7.45974,1
p4z1r16,4.85123,0.536274,0
p4z1r18,4.63188,0.401747,0
p4z1r19,4.26676,0.149238,2
p4z1r2,-0.876148,0.384721,6
p4z1r21,4.71278,0.470862,4
p4z1r22,4.60819,0.390942,0
p4z1r23,1.26691,-0.978066,1
p4z1r24,-4.40443,-1.20432,10
p4z1r25,-6.36282,2.45957,8
p4z1r26,4.72999,0.492229,0
p4z1r27,3.42288,-0.324121,7
p4z1r28,-2.91269,-0.281659,8
p4z1r29,-3.08816,1.20679,8
p4z1r3,-4.89178,0.585553,8
p4z1r30,4.63418,0.391653,0
p4z1r31,-3.83962,-0.998008,9
p4z1r32,4.81442,0.498412,0
p4z1r33,4.57434,0.444564,1
p4z1r34,-4.42668,-1.46597,10
p4z1r35,-3.81123,-1.07235,8
p4z1r36,-2.13304,-1.26823,8
p4z1r37,3.92523,0.211662,0
p4z1r38,-0.48044,-1.52968,8
p4z1r39,-3.6094,-0.204662,8
p4z1r4,-4.71326,-0.993513,4
p4z1r40,-0.168369,0.658179,5
p4z1r42,-2.98345,-0.617928,8
p4z1r47,4.30247,0.492792,0
p4z1r5,4.24971,0.279623,0
p4z1r6,-3.63874,-1.92116,10
p4z1r61,-3.83832,0.337,8
p4z1r62,4.52059,0.686585,0
p4z1r63,-5.28972,3.16839,8
p4z1r64,-1.74935,-1.62681,7
p4z1r65,-3.97947,-0.650523,8
p4z1r66,-3.91814,-0.475035,8
p4z1r67,-3.4265,-0.102252,8
p4z1r68,-5.60139,1.9467,9
p4z1r69,-4.86861,-0.216652,8
p4z1r7,0.862846,-1.56683,5
p4z1r70,-5.52893,0.77808,8
p4z1r71,4.63916,0.394521,0
p4z1r72,4.10776,0.208818,2
p4z1r73,-2.706,-0.111059,7
p4z1r76,-4.61326,-1.46182,10
p4z1r77,-4.47288,-0.180447,8
p4z1r78,4.80181,0.488949,0
p4z1r79,4.771,0.479575,0
p4z1r8,2.36545,-1.14877,8
p4z1r80,4.24779,0.533715,0
p4z1r9,4.80031,0.519477,0
p4z2r1,-4.36569,0.125363,8
p4z2r10,-3.20033,-4.22651,10
p4z2r11,-3.11097,-0.411218,8
p4z2r12,3.71568,-0.133311,8
p4z2r13,4.42508,0.511219,0
p4z2r14,-1.07038,-1.22861,8
p4z2r15,4.76693,0.497146,0
p4z2r16,-3.33681,0.528196,8
p4z2r17,4.74637,0.487225,0
p4z2r18,-2.62672,-1.97921,10
p4z2r19,-4.97643,-1.53782,8
p4z2r2,-5.02023,0.744755,8
p4z2r21,2.68683,-0.11418,4
p4z2r22,-3.45243,0.0176884,6
p4z2r23,-7.79059,3.73817,8
p4z2r24,-4.11489,-0.159266,8
p4z2r25,4.76468,0.506034,0
p4z2r26,-3.00773,-1.49251,8
p4z2r27,-3.61721,-0.10362,8
p4z2r28,3.80354,0.257246,4
p4z2r29,3.98239,-0.0476284,0
p4z2r3,4.8546,0.538947,0
p4z2r30,-4.07521,0.567247,9
p4z2r31,4.74081,0.484204,0
p4z2r32,3.93847,-0.031111,0
p4z2r33,-0.811636,0.276265,4
p4z2r34,4.18606,0.286897,7
p4z2r35,1.59652,-0.329855,5
p4z2r36,-5.67034,1.25181,8
p4z2r37,-4.30758,0.306402,10
p4z2r38,-5.76733,-0.254745,8
p4z2r39,4.57459,0.363638,0
p4z2r4,4.30173,0.333719,0
p4z2r40,-3.71469,-1.23849,8
p4z2r5,4.63335,0.401885,0
p4z2r50,4.59632,0.345481,0
p4z2r6,4.774,0.468958,0
p4z2r61,1.74674,-0.275041,0
p4z2r62,4.71054,0.442469,0
p4z2r63,4.85772,0.5411,0
p4z2r64,-4.29693,-0.605138,8
p4z2r65,2.62864,-0.915739,0
p4z2r66,-6.09247,-0.863161,9
p4z2r67,4.61717,0.44984,0
p4z2r68,4.29118,0.261332,0
p4z2r69,4.23254,0.155487,0
p4z2r7,4.71358,0.487629,0
p4z2r71,-5.46445,-0.769868,8
p4z2r72,4.85772,0.5411,0
p4z2r73,4.67611,0.424963,0
p4z2r75,-4.14426,-0.992378,8
p4z2r76,-5.04181,-0.979685,8
p4z2r77,3.28336,0.346775,3
p4z2r78,-3.35049,0.357024,8
p4z2r79,4.24695,0.19494,0
p4z2r8,1.32059,-0.768622,3
p4z2r80,4.80081,0.519506,0
p4z2r9,3.47158,-0.0664246,8
